"","country","name","description","startYr","endYr"
"6495","japan","toshimitsu_motegi_","State Minister, Science and Technology Policy, Okinawa, N. Territories Affairs & State Minister for Financial Services, Admin. Reform, and Civil Service Reform & State Minister, Science & Technology Policy, Okinawa & N. Territories Affairs, and Person Information Protection","20040401","20040431"
"6496","japan","toshikatsu_matsuoka_","Minister of Agriculture, Forestry, and Fisheries","20061001","20070531"
"6497","japan","toshihiro_nikai_","Minister of Economy, Trade, and Industry","20051201","20060931"
"6498","japan","toshihiko_fukui_","Governor, Bank of Japan","20030601","20080431"
"6499","japan","toranosuke_katayama_","Minister of Public Management, Home Affairs, Posts and Telecommunications","20031131","20161201"
"6500","japan","tomiko_okazaki_","Chairwoman, National Commission on Public Safety","20101001","20110131"
"6501","japan","tetsuzo_saito_","Minister of Environment","20080901","20080931"
"6502","japan","tetsuzo_fuyushiba_","Minister of Land, Infrastructure, and Transport","20061001","20080831"
"6503","japan","tetsuo_saito_","Minister of Environment","20081001","20090931"
"6504","japan","tetsuo_kutsukake_","Chairman, National Public Safety Commission","20051201","20060931"
"6505","japan","tatsuya_ito_","State Minister of Finance","20041001","20051131"
"6506","japan","tatsuo_kawabata_","Minister of Education, Culture, Sports, Science, and Technology","20091001","20100931"
"6507","japan","taro_aso_","Minister of Foreign Affairs & Prime Minister & Minister of Public Management, Home Affairs, Posts, and Telecommunications","20051201","20070831"
"6508","japan","takeo_kawamura_","State Minister, Science and Technology Policy, Okinawa, N. Territories Affairs & Chief Cabinet Secretary & Minister of Education, Culture, Sport, Science, and Technology","20031201","20040331"
"6509","japan","takeo_hiranuma_","Minister of Economy, Trade, and Industry","20031131","20161201"
"6510","japan","takehiko_endo_","Minister of Agriculture, Forestry, and Fisheries","20070901","20071031"
"6511","japan","tadamori_oshima_","Minister of Agriculture, Forestry, and Fisheries","20030231","20161201"
"6512","japan","sumio_mabuchi_","State Minister for Okinawa & Northern Territories Affairs and Ocean Policy & Minister of Land, Infrastructure, Transport, and Tourism","20101001","20110131"
"6513","japan","shunji_yanai_","Ambassador to the US","20030131","20161201"
"6514","japan","shunichi_suzuki_","Minister of Environment","20031131","20161201"
"6515","japan","shozaburo_jimi_","State Minister for Financial Services","20100701","20161201"
"6516","japan","shoichi_nakagawa_","Minister of Finance & Minister of Agriculture, Forestry, and Fisheries & Minister of Economy, Trade, and Industry","20081001","20090231"
"6517","japan","shizuka_kamei_","State Minister for Financial Services","20091001","20100631"
"6518","japan","shinzo_abe_","Chief Cabinet Secretary","20051201","20071031"
"6519","japan","shinya_izumi_","Chairman, National Public Safety Commission","20070901","20080831"
"6520","japan","shigeru_ishiba_","Minister of Agriculture, Forestry, and Fisheries & State Minister, Defense & Minister of Defense","20081001","20090931"
"6521","japan","seiko_noda_","State Minister for Consumer Protection, Science & Technology Policy, and Food Safety & State Minister for Consumer Admin., Science & Technology Policy, Food Safety, and Space Development","20081001","20090931"
"6522","japan","seiken_sugiura_","Minister of Justice","20051201","20060931"
"6523","japan","seiji_maehara_","State Minister for Okinawa & Northern Territories Affairs and Disaster Prevention","20091001","20161201"
"6524","japan","seiichi_ota_","Minister of Agriculture, Forestry, and Fisheries","20080901","20080931"
"6525","japan","seiichiro_murakami_","State Minister of Administrative Reform","20041001","20051131"
"6526","japan","satsuki_eda_","Minister of Justice","20110201","20161201"
"6527","japan","satoshi_arai_","State Minister for National Strategy, Economic & Fiscal Policy, and Consumer Affairs","20100701","20100931"
"6528","japan","sanae_takaichi_","State Minister for Okinawa & Northern Territories Affairs, Science & Technology Policy, Innovation, Gender Equality, Social Affairs, and Food Safety","20061001","20070831"
"6529","japan","sakihito_ozawa_","Minister of Environment","20091001","20100931"
"6530","japan","sadakazu_tanigaki_","Chairman, National Public Safety Commission & Minister of Ocean Policy","20080901","20090931"
"6531","japan","ryu_shionoya_","Minister of Education, Culture, Sports, Science, and Technology","20081001","20090931"
"6532","japan","ryu_matsumoto_","State Minister for Disaster Management","20101001","20161201"
"6533","japan","ryozo_kato_","Ambassador to the US","20030201","20080631"
"6534","japan","ritsuko_hosokawa_","Minister of Health, Labor, and Welfare","20101001","20161201"
"6535","japan","okiharu_yasuoka_","Minister of Justice","20080901","20080931"
"6536","japan","norihiko_akagi_","Minister of Agriculture, Forestry, and Fisheries","20070701","20070831"
"6537","japan","nobuteru_ishihara_","State Minister, Administrative Reform & Minister of Land, Infrastructure, and Transport","20031201","20040931"
"6538","japan","nobutaka_machimura_","Minister of Foreign Affairs","20041001","20051131"
"6539","japan","nariaki_nakayama_","Minister of Education, Culture, Sport, Science, and Technology","20041001","20051131"
"6540","japan","naoto_kan_","Deputy Prime Minister","20091001","20161201"
"6541","japan","motoo_hyashi_|motoo_hayashi_","Chairman, National Public Safety Commission","20080901","20080931"
"6542","japan","mizuho_fukushima_","State Minister for Consumer Affairs & Food Safety, Social Affairs, and Gender Equality","20091001","20100631"
"6543","japan","minoru_yanagida_","State Minister for the Abduction Issue","20101001","20110131"
"6544","japan","michihiko_kano_","Minister of Agriculture, Forestry, and Fisheries","20101001","20161201"
"6545","japan","mayumi_moriyami_","Minister of Justice","20031131","20161201"
"6546","japan","masayuki_naoshima_","Minister of Economy, Trade, and Industry","20091001","20100931"
"6547","japan","masatoshi_wakabayashi_","Minister of Agriculture, Forestry, and Fisheries ""Acting"" & Minister of Agriculture, Forestry, and Fisheries & Minister of Environment","20070601","20070631"
"6548","japan","masaru_hayami_","Governor, Bank of Japan","20030531","20161201"
"6549","japan","masajuro_shiokawa_","Minister of Finance","20031131","20161201"
"6550","japan","masahiko_yamada_","Minister of Agriculture, Forestry, and Fisheries","20100701","20100931"
"6551","japan","masahiko_komura_","Minister of Foreign Affairs & Minister of Defense","20071101","20080931"
"6552","japan","masaaki_shirakawa_","Governor, Bank of Japan","20080501","20161201"
"6553","japan","kyoko_nakayama_","State Minister for Declining Birthrate, Gender Equality, Abduction Issue, and Official Document Management","20080901","20080931"
"6554","japan","kunio_hatoyama_","Minister of Justice & Minister of Internal Affairs and Communications","20070901","20080831"
"6555","japan","kuniko_inoguchi_","State Minister of Youth Affairs, of Measures for the Declining Birthrate, and of Gender Equality","20051201","20060931"
"6556","japan","koki_chuma_","State Minister of Administrative Reform","20051201","20060931"
"6557","japan","koji_omi_","Minister of Finance","20061001","20070831"
"6558","japan","koichi_haraguchi_","Permanent Representative to the UN, New York","20030201","20050531"
"6559","japan","koichiro_genba_","State Minister for Civil Service Reform, Declining Birthrate, Gender Equality, and New Concept of Public Service & State Minister for National Strategy, New Public Commons, Science & Technology, and Space Development","20100701","20110131"
"6560","japan","kiyoko_ono_","Chairman, National Public Safety Commission","20031201","20051131"
"6561","japan","kisaburo_tokai_","Minister of Education, Culture, Sports, Science, and Technology","20071101","20080831"
"6562","japan","kiichi_inoue_","State Minister, Disaster Management","20031201","20040931"
"6563","japan","kenzo_oshima_","Permanent Representative to the UN, New York","20050601","20070831"
"6564","japan","kensei_mizote_","Chairman, National Public Safety Commission","20061001","20070831"
"6565","japan","kenji_kosaka_","Minister of Education, Culture, Sport, Science, and Technology","20051201","20060931"
"6566","japan","keiko_chiba_","Minister of Justice","20091001","20100931"
"6567","japan","kazuyoshi_kaneko_","State Minister, Administrative Reform & Minister of Land, Infrastructure, and Transport","20031201","20040931"
"6568","japan","kazuo_kitagawa_","Minister of Land, Infrastructure, and Transport","20041101","20060931"
"6569","japan","kazuhiro_haraguchi_","State Minister for Promotion of Regional Sovereignty","20091001","20100931"
"6570","japan","katsuya_okada_","Minister of Foreign Affairs","20091001","20100931"
"6571","japan","kaoru_yosano_","State Minister of Economic & Fiscal Policy and of Financial Services & Chief Cabinet Secretary & State Minister for Economic & Fiscal Policy and Regulatory Reform & State Minister for Economic & Fiscal Policy, Declining Birthrate, Gender Equality, & Social Security and Tax Reform","20051201","20060931"
"6572","japan","kansei_nakano_","Chairman, National Commission on Public Safety","20110201","20161201"
"6573","japan","jiro_kawasaki_","Minister of Health, Labor, and Welfare","20051201","20060931"
"6574","japan","jinen_nagase_","Minister of Justice","20061001","20070831"
"6575","japan","iwao_matsuda_","State Minister of Science & Technology Policy, of Food Safety, and of Information Technology","20051201","20060931"
"6576","japan","ichiro_kamoshita_","Minister of Environment","20070901","20080831"
"6577","japan","ichiro_fujisaki_","Ambassador to the US","20080701","20161201"
"6578","japan","hiroyuki_hosoda_","State Minister, Science and Technology Policy, Okinawa, N. Territories Affairs & Chief Cabinet Secretary","20040601","20051131"
"6579","japan","hiroya_masuda_","Minister of Internal Affairs and Communications","20070901","20080931"
"6580","japan","hirotaka_akamatsu_","Minister of Agriculture, Forestry, and Fisheries","20091001","20100631"
"6581","japan","hiroshi_nakai_","Chairman, National Commission on Public Safety","20091001","20100931"
"6582","japan","hiroko_ota_","State Minister for Economic and Fiscal Policy","20061001","20080831"
"6583","japan","hirohisa_fujii_","Minister of Finance","20091001","20100631"
"6584","japan","hirofumi_nakasone_","Minister of Foreign Affairs","20081001","20090931"
"6585","japan","hirofumi_hirano_","Chief Cabinet Secretary","20091001","20100631"
"6586","japan","hidehisa_otsuji_","Minister of Health, Labor, and Welfare","20041001","20051131"
"6587","japan","heizo_takenaka_","State Minister, Financial Services & Economic and Fiscal Policy & Minister of Internal Affairs & Communications and State Minister of Postal Reform","20051201","20060931"
"6588","japan","hakuo_yanagisawa_","Minister of Health, Labor, and Welfare","20061001","20070831"
"6589","japan","genichiro_sata_","State Minister for Regulatory Reform, Administrative Reform, Civil Service Reform, and Regional Revitalization","20061001","20070131"
"6590","japan","fumio_kyuma_","State Minister, Japan Defense Agency","20061001","20070731"
"6591","japan","fumio_kishida_","State Minister for Okinawa & Northern Territories Affairs, Quality of Life, Science & Technology Policy, Second Chances, and Regulatory Reform ....","20070901","20080831"
"6592","japan","fukushiro_nukaga_","Minister of Finance & State Minister, Japan Defense Agency","20070901","20080831"
"6593","japan","eisuke_mori_","Minister of Justice","20081001","20090931"
"6594","japan","daizo_nozawa_","Minister of Justice","20031201","20040931"
"6595","japan","chikara_sakaguchi_","Minister of Health, Labor, and Welfare","20040931","20161201"
"6596","japan","chikage_ogi_","Minister of Land, Infrastructure, and Transport","20031131","20161201"
"6597","japan","chieko_nono_","Minister of Justice","20041001","20051131"
"6598","japan","bunmei_ibuki_","Minister of Finance & Minister of Education, Culture, Sport, Science, and Technology","20080901","20080931"
